"filename", "language", "C", "Makefile", "C++", "JSON", "Assembly", "Markdown", "YAML", "Shell Script", "pip requirements", "Python", "Log", "comment", "blank", "total"
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft4real\README.md", "Markdown", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 19, 100
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft4real\main\component.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft4real\main\dsps_fft4real_main.c", "C", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 115
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft\Makefile", "Makefile", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 17
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft\README.md", "Markdown", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 19, 100
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft\main\component.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft\main\dsps_fft_main.c", "C", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 102
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft_window\Makefile", "Makefile", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 17
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft_window\README.md", "Markdown", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 19, 143
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft_window\main\component.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\fft_window\main\dsps_window_main.c", "C", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 19, 142
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\iir\Makefile", "Makefile", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 17
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\iir\README.md", "Markdown", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 20, 116
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\iir\main\component.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\iir\main\dsps_iir_main.c", "C", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 113
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\matrix\Makefile", "Makefile", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 17
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\matrix\README.md", "Markdown", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 20, 63
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\matrix\main\component.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\examples\matrix\main\dspm_matrix_main.cpp", "C++", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 63
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\dsp_common.h", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 30, 8, 53
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\dsp_err.h", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 23
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\dsp_err_codes.h", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 27
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\dsp_platform.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 25
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\dsp_tests.h", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 29
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\include\esp_dsp.h", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 61
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\misc\dsps_pwroftwo.cpp", "C++", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 30
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\common\private_include\dsp_types.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 27
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\float\dsps_ccorr_f32_ansi.c", "C", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 81
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\float\dsps_conv_f32_ansi.c", "C", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 81
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\float\dsps_corr_f32_ansi.c", "C", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 40
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\include\dsps_ccorr.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 31, 9, 63
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\include\dsps_conv.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 65
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\include\dsps_conv_platform.h", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\include\dsps_corr.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 31, 9, 63
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_ccorr_f32_ae32.c", "C", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 79
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_ccorr_f32_ansi.c", "C", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 111
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_conv_f32_ae32.c", "C", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 121
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_conv_f32_ansi.c", "C", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 141
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_corr_f32_ae32.c", "C", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 80
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\conv\test\test_dsps_corr_f32_ansi.c", "C", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 80
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\dct\float\dsps_dct_f32.c", "C", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 106
"d:\ISEL\PFC\SoniqOculos\ESP-IDF\SoniqOculos\components\esp-dsp\modules\dct\include\dsps_dct.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 69, 10, 95
